"BatterHand","BattedBallType","Location","Result","ExpOBP","ExpSLG","Exp2OPS","ExpOBP_sd","ExpSLG_sd","Exp2OPS_sd","ExpOBP_n","ExpSLG_n","Exp2OPS_n"
"R","LD","3","LO",0.632934589846883,1.33321547405337,0.803068092264358,0.332877553551064,0.363242818933425,0.0675496740344611,2,2,2
"R","LD","4","LIDP",0.607897922727748,0.626555798652044,0.553327422429738,0.0526008163584522,0.0763871418881565,0.0552695098991751,2,2,2
"R","LD","4","LO",0.669141353741786,1.62898055659103,0.922173619317354,0.170892429845113,0.869871231474333,0.343420793979767,15,15,15
"R","LD","5","LIDP",0.567346828184973,1.71122926704889,0.891906291654448,0.0878467587126591,0.772122463012189,0.304741949150911,3,3,3
"R","LD","5","LO",0.670941963677305,1.62472641393721,0.921775917396211,0.124737313791671,0.776291826729916,0.303543747929738,27,27,27
"R","LD","6","LIDP",0.802896848992612,0.996729552252082,0.787218065179841,NA,NA,NA,1,1,1
"R","LD","6","LO",0.737963653856443,2.20113942656133,1.1518925460391,0.068925578353384,0.623445997070723,0.215072615447354,15,15,15
"R","LD","7","LO",0.512413576190819,1.30726600748948,0.726123029004625,0.113468045127604,0.628517544094155,0.252036300397938,33,33,33
"R","LD","8","LO",0.440543521672949,1.08101098299734,0.609978323280452,0.174536727587594,0.524397187320712,0.262648826893154,42,42,42
"R","LD","9","LIDP",0.624442273399902,1.42598900925272,0.829180291344183,NA,NA,NA,1,1,1
"R","LD","9","LO",0.479073602984192,1.21201548765196,0.675480204241695,0.15773850405915,0.572658926856222,0.263372056583197,37,37,37
"R","LD/FB","7","1B",0.623332462736208,1.5923810294186,0.884015405356719,0.148454131773456,0.72695341859931,0.298116976377401,124,124,124
"R","LD/FB","7","2B",0.694937749448215,1.70326086251425,0.961551678858737,0.262037972992353,0.910374116708814,0.419552630787132,58,58,58
"R","LD/FB","7","HR",0.791562877303453,1.90402775651263,1.08322821597617,0.240761908292839,1.03342720843044,0.441158962044893,53,53,53
"R","LD/FB","7","ROE",0.292444678020199,0.583656329103077,0.360270760579138,0.344761046677398,0.571727279402577,0.366891596218631,7,7,7
"R","LD/FB","78","1B",0.695576814389172,1.85903852241152,1.01383970229104,0.17169521580433,0.820642180046359,0.338245471070752,41,41,41
"R","LD/FB","78","2B",0.640499241598904,1.63351079966116,0.907453170126433,0.129778970459601,0.579261083577579,0.240558671524975,49,49,49
"R","LD/FB","78","3B",0.419986102340935,1.24420738889949,0.652727920959693,0.248761953739796,0.769301680682313,0.391804036362947,7,7,7
"R","LD/FB","78","HR",0.521958704829152,1.34421129131077,0.743847029840109,0.305000121510293,0.973143620614135,0.484794626623168,28,28,28
"R","LD/FB","8","1B",0.60271867030303,1.54973388781851,0.858118542444553,0.210912987049056,0.866899477356417,0.374595440856819,116,116,116
"R","LD/FB","8","2B",0.352226864980918,0.998091163038009,0.53229227783519,0.19522207907062,0.799770331432053,0.373304126315168,17,17,17
"R","LD/FB","8","3B",0.264673831694388,0.584746472500198,0.344897328793552,0.0965486336355523,0.254877079713423,0.137400927182578,9,9,9
"R","LD/FB","8","HR",0.526328748941691,1.33241447394156,0.742391115714145,0.224450952217597,0.745119096433329,0.359544752779229,12,12,12
"R","LD/FB","89","1B",0.616768549994505,1.74754551623369,0.932017350408117,0.209979936307039,0.91678081694755,0.39740534414881,44,44,44
"R","LD/FB","89","2B",0.426356065761088,1.09302681821128,0.605944043335043,0.212256573886089,0.696403836006459,0.333162689596444,35,35,35
"R","LD/FB","89","3B",0.406026467500548,0.962067997084414,0.550770997278449,0.135474621507057,0.370239101989564,0.189945273367011,16,16,16
"R","LD/FB","89","HR",0.406875635859581,1.02548566387586,0.572391414945715,0.158397857983124,0.346817609531707,0.181007891370329,6,6,6
"R","LD/FB","9","1B",0.716478122718239,1.68932993131014,0.969114246643715,0.182215802304384,0.830291680060873,0.343265791608573,98,98,98
"R","LD/FB","9","2B",0.508465171980189,1.03297999044413,0.632456927603484,0.264113635408703,0.428955283543248,0.277890278441621,10,10,10
"R","LD/FB","9","3B",0.393912206362212,1.11257817546267,0.594076308759478,0.308984292970366,1.13462829187409,0.540363968034494,5,5,5
"R","LD/FB","9","HR",0.292228413061123,0.697848116345451,0.398212139516454,0.161380505863914,0.399036660308826,0.222515150965623,17,17,17
"R","LD/FB","9","ROE",0.138979940228464,0.294484262253272,0.176916720213887,0.125112415113723,0.233682197098905,0.145694048703838,4,4,4
"R","PU","1","PO",0.0151560890041848,0.0251120871727727,0.0169591461599623,NA,NA,NA,1,1,1
"R","PU","1","PO-F",0.0158220913187256,0.0395552282968139,0.0221509278462158,0,0.00276469173648204,0.00092156391216068,2,2,2
"R","PU","2","PO-F",0.0143263365111045,0.0306218491114427,0.0183255403934401,7.00821933254884e-05,0.00995242354348398,0.00327776127161022,2,2,2
"R","PU","3","PO",0.18769885542714,0.532827581853141,0.283971878693093,0.238134798099148,0.841821553016795,0.410682023997013,18,18,18
"R","PU","3","PO-F",0.0777637688776348,0.184509784285161,0.105569397125713,0.0758540529536158,0.227973572322971,0.114963293893548,18,18,18
"R","PU","4","PIDP",0.724807545862491,2.53635191700903,1.25617491499176,0,0.512516330499656,0.170838776833219,2,2,2
"R","PU","4","PO",0.0882911141917063,0.206378157467466,0.118824350531122,0.160113605100722,0.418918725741895,0.221791540285993,67,67,67
"R","PU","4","PO-F",0.0376857686478694,0.106025323897954,0.0566970435331106,0.00100797263647234,0.00343665480680078,0.00171673609626792,2,2,2
"R","PU","5","PO",0.0181650075576455,0.0677106075991438,0.0328637068157137,NA,NA,NA,1,1,1
"R","PU","5","PO-F",0.294599164368736,0.781751594214093,0.427523391213648,0.288237909566,0.734215923543728,0.407144118228316,5,5,5
"R","PU","6","PO",0.131522516010211,0.330595566642541,0.1847279479533,0.216737020549147,0.53463119582145,0.297333735208131,31,31,31
"R","PU","6","PO-F",0.0500609937990804,0.160662926446026,0.0819222053014877,0.0165085978239053,0.0506209842345598,0.0262105994161075,3,3,3
"B","0","1","1B",0.357585913801899,0.719062017064982,0.442319356842737,0.16923573519487,0.468226950965571,0.22461226725054,14,14,14
"B","0","1","HIDP",0.21563033854609,0.430670034903745,0.265747203477366,NA,NA,NA,1,1,1
"B","0","1","ROE",0.172925443282723,0.414055386250394,0.236009546610341,0.0231843564118792,0.31071149675534,0.116297104533912,4,4,4
"B","0","2","1B",0.660571807719423,1.2993165910823,0.807429554735105,0.210701115283893,0.816109093601237,0.378780919693992,6,6,6
"B","0","2","HR",0.862007352114624,1.82252292468279,1.09597847442588,0.178402576030655,1.05619495198965,0.379173730776126,6,6,6
"B","0","3","HR",0.720498132486059,1.80157888930507,1.00880857151046,0.234528885554775,0.719000391581222,0.356489356205744,4,4,4
"B","0","4","HR",0.305437392170089,0.736854326967688,0.418699297885613,0.219787089190065,0.617882083144944,0.330506711589351,2,2,2
"B","0","7","SACBUNT",0.439859817029876,0.988797944295525,0.578853211082105,0.31928833681002,1.05654434766722,0.532233712349179,3,3,3
"B","0","8","SACBUNT",0.103198208067192,0.275120563489938,0.150185839068055,0.00964852415223961,0.0792860602049436,0.0209611897153788,2,2,2
"B","0","9","SACBUNT",0.0930435693292024,0.214573720025703,0.124249262628449,0.0531130570448754,0.145571159408322,0.0783656754484775,3,3,3
"B","0",NA,"1B",0.481476595875119,1.18713489572003,0.668548369569244,0.251066373333387,0.837400680525249,0.395024579930625,163,163,163
"B","0",NA,"2B",0.710839477517254,1.73376612252015,0.980731078099828,0.247296906934222,0.95686679024368,0.417303860908787,148,148,148
"B","0",NA,"3B",0.715899507954189,1.19998589167033,0.805671685064152,0.35387558650525,0.330725942706269,0.0902875181175519,2,2,2
"B","0",NA,"HR",0.777267695323752,2.10775727909194,1.14303745371411,0.307098486137917,1.24452555552054,0.548299970711141,36,36,36
"B","BT","1","1B",0.318342083953397,1.12588055936023,0.555687367360336,0.244153457328536,0.965478491650334,0.458051027191149,4,4,4
"B","BT","1","FC",0.517439274364898,1.74717376113016,0.875606842516829,0.179725405165837,0.558162058259307,0.283173824410685,3,3,3
"B","BT","1","GO",0.268023908668384,0.630824256443027,0.36215496705976,0.142417391971092,0.431079061338958,0.201334812138764,9,9,9
"B","BT","1","SACBUNT",0.280791269654022,0.782876256720139,0.420073805043992,0.178759602575178,0.532519303253396,0.240002633934207,5,5,5
"B","BT","2","GO",0.432001150331169,0.863999737113864,0.532800564225617,NA,NA,NA,1,1,1
"B","BT","2","PO-F",0.425638705544546,1.48687031208182,0.736818703835849,NA,NA,NA,1,1,1
"B","BT","3","GO",0.363088988788919,1.26573044442188,0.627660575121014,0.33753315338393,1.61406094190026,0.729289100884312,2,2,2
"B","BT","3","SACBUNT",0.0774039987404616,0.232036433259691,0.121207743706159,NA,NA,NA,1,1,1
"B","BT","5","1B",0.257196005896642,0.542977098307591,0.326736769443961,0.0834575581768621,0.22550457858795,0.0824486015073931,7,7,7
"B","BT","5","GO",0.368682585945166,0.693475403409824,0.440078599838869,0.101404660848881,0.391297135324134,0.141169794997001,4,4,4
"B","BT","5","SACBUNT",0.244854509614505,0.734563528843516,0.383605398396058,NA,NA,NA,1,1,1
"B","FB","3","FO",0.0378012277262354,0.0734503759389944,0.0459041543578648,NA,NA,NA,1,1,1
"B","FB","4","FO",0.0940608858544887,0.296522867032411,0.152142124328347,0.168879014212827,0.612796148920732,0.299072246712021,14,14,14
"B","FB","6","FO",0.104792147345591,0.334936088424246,0.17102757963725,0.177962147431865,0.645364375644064,0.314919880218352,15,15,15
"B","FB","7","FIDP",0.0555131779088201,0.0555131779088201,0.0499618601179381,NA,NA,NA,1,1,1
"B","FB","7","FO",0.191465234118088,0.483575532962838,0.269688810321196,0.186298314155307,0.54004121799627,0.277344957197194,315,315,315
"B","FB","7","PO",0.129738099020945,0.286670639191375,0.169075135842327,0.240901379845825,0.447216629066983,0.28397362826441,7,7,7
"B","FB","7","PO-F",0.219683875610645,0.597882364364183,0.323781650967426,0.251382274632829,0.751542721876194,0.392697529854506,5,5,5
"B","FB","78","FO",0.191826657972898,0.489785347684598,0.271963555412842,0.204675464270073,0.586199927269743,0.304163520479185,49,49,49
"B","FB","8","FIDP",0.0113132384306695,0.0395963345073434,0.0196096132798272,0,0.00799966761150669,0.00266655587050223,2,2,2
"B","FB","8","FO",0.150105951956998,0.365812349600749,0.206997489309215,0.145351042413217,0.377549071790772,0.202063833788412,486,486,486
"B","FB","8","PO",0.049142485625646,0.129172068603601,0.0709047647223997,0.0410359809520858,0.106635272153422,0.0581160521082073,10,10,10
"B","FB","89","FO",0.174459883774536,0.434619909233514,0.243733903883408,0.170159437734086,0.433708641346504,0.235506862060641,59,59,59
"B","FB","9","FIDP",0.394631938684156,0.891479838941041,0.520784711568035,0.064938472294903,0.249116088121853,0.0462402284068393,2,2,2
"B","FB","9","FO",0.199754331409893,0.465887510801677,0.268489958066165,0.21638784147038,0.528423951433904,0.287913182948383,349,349,349
"B","FB","9","PO",0.0306293264253593,0.0847772677556261,0.045615707559579,0.00772100955164861,0.0405996739865833,0.016935448852852,13,13,13
"B","FB","9","PO-F",0.0401956011918213,0.113127606135768,0.0604867093872882,0.00903125505678704,0.0408805465976293,0.0172793114266145,11,11,11
"B","GB","-3","1B",0.66121498424703,0.836181560543997,0.653415677921316,NA,NA,NA,1,1,1
"B","GB","-3","2B",0.678467350013605,1.64467682527283,0.932690440098652,0.126194648649247,0.625923646994332,0.253147263879956,17,17,17
"B","GB","-5","1B",0.709247900684415,2.45585877250602,1.22052673455651,0,0.501513996432785,0.167171332144262,2,2,2
"B","GB","-5","2B",0.398489801690774,1.5939592067631,0.75713062321247,NA,NA,NA,1,1,1
"B","GB","0","FC",0.301719609583466,0.571909649647188,0.361610995313027,0.234479359853309,0.520171046151407,0.303062758906812,7,7,7
"B","GB","1","FC",0.286851241170553,0.623951541213588,0.370532883734509,0.237942710550577,0.470493273222476,0.283479808511946,9,9,9
"B","GB","1","GIDP",0.507156518322789,1.27854816647125,0.71357141587333,0.122583310139317,0.342497202583117,0.115656389142924,3,3,3
"B","GB","1","GO",0.353749421943503,0.950703064186309,0.517359027163422,0.200473727772044,0.710869606971081,0.331508917065272,76,76,76
"B","GB","2","GO",0.362704251929114,1.0850855531896,0.567227593823031,NA,NA,NA,1,1,1
"B","GB","3","1B",0.288253558765774,0.685553394760017,0.391861481553944,0.170027259318912,0.659648824060714,0.296504411227054,10,10,10
"B","GB","3","2B",0.802549044216411,2.30550303839387,1.22327880452059,0,0.567485662033349,0.18916188734445,2,2,2
"B","GB","3","FC",0.306850578121406,0.784661048605083,0.435435677137158,0.286360447314307,0.926996455728324,0.454737821966235,13,13,13
"B","GB","3","GIDP",0.513207699048699,1.00905660482497,0.62716989773592,0.174497213170439,0.861525201914393,0.314440278960134,3,3,3
"B","GB","3","GO",0.228982554607865,0.563242818946056,0.317504387259809,0.16798452838456,0.489057889375879,0.244129387659352,206,206,206
"B","GB","3","HIDP",0.136520572950748,0.273041145901495,0.168375373305922,NA,NA,NA,1,1,1
"B","GB","3","ROE",0.236315410824152,0.505001020235055,0.302245739545371,0.205593905932771,0.438760744547997,0.25110636516197,10,10,10
"B","GB","34","1B",0.525691769886969,1.35941062138169,0.751028876729846,0.219954955270102,0.806494861396443,0.366774348498281,156,156,156
"B","GB","34","2B",0.608812527503477,1.91667033539888,0.983883877384931,0.23219718326239,1.13012922296756,0.503922161659363,4,4,4
"B","GB","4","1B",0.350432763782103,0.793677562095499,0.463137753508358,0.176059588405087,0.528112380135571,0.256160617841914,37,37,37
"B","GB","4","FC",0.297178689566814,0.761192151322107,0.422131974528564,0.163880364437628,0.644421391086564,0.293278646940535,36,36,36
"B","GB","4","GIDP",0.439297659967944,1.28595432834937,0.677586783431625,0.182158423821652,0.896524479864867,0.38543911797147,34,34,34
"B","GB","4","GO",0.312613872609224,0.782626102399434,0.438023228611705,0.185608139414495,0.633546909444271,0.299353595295818,435,435,435
"B","GB","4","HIDP",0.618073333747736,1.31935539486427,0.790026687411807,0.128629457959841,1.02863184597308,0.400841713858401,5,5,5
"B","GB","4","ROE",0.375917361491022,0.968270452456652,0.535776655663797,0.177618200962681,0.605288788672775,0.288398235917687,19,19,19
"B","GB","46","1B",0.563577204701514,1.46454523681734,0.807542161603305,0.194175113110963,0.803120737887242,0.347878617381682,224,224,224
"B","GB","5","1B",0.423392970076818,1.04053440940533,0.586767486178641,0.259127801275504,0.801592411143024,0.390059350389412,24,24,24
"B","GB","5","2B",0.590077754562528,1.63913398708786,0.880755389948054,NA,NA,NA,1,1,1
"B","GB","5","FC",0.241357108633743,0.584953899382163,0.331753661353175,0.0878991093465508,0.310637205846876,0.141064364349543,53,53,53
"B","GB","5","GIDP",0.380581943322905,1.04946403054442,0.565484444731121,0.175446999690813,0.656147913589432,0.3027060975823,21,21,21
"B","GB","5","GO",0.291171365281705,0.72207299997582,0.405688106984906,0.154115202381788,0.526812062286787,0.249281888817025,273,273,273
"B","GB","5","HIDP",0.356881479061446,1.00987725037216,0.538858588258872,0.178537496413249,0.584568686538698,0.282324032758363,9,9,9
"B","GB","5","ROE",0.363026481756611,0.836230455026375,0.484458491337538,0.143803483232224,0.438086837198562,0.206033500169648,32,32,32
"B","GB","56","1B",0.541684033142969,1.27967931154078,0.733514055961275,0.153528666043131,0.735160421516208,0.296460392749761,182,182,182
"B","GB","56","2B",0.608384218462845,1.07385930222205,0.702704157869629,0,0.0124454099228601,0.00414846997428675,2,2,2
"B","GB","6","FC",0.367386097987424,0.957378719315723,0.527311695298115,0.182055817710079,0.671088891978411,0.305487540340433,61,61,61
"B","GB","6","GIDP",0.416382188051337,1.01701019388969,0.574953304525654,0.204965325651809,0.730765225747267,0.33556099536217,57,57,57
"B","GB","6","GO",0.381899617922622,0.973717604347432,0.540982318271963,0.185468883080944,0.651039664683229,0.301273822682763,375,375,375
"B","GB","6","HIDP",0.231279909258965,0.587911751949353,0.327029199229864,0.0714921611456408,0.289206380114937,0.127098527794284,11,11,11
"B","GB","6","ROE",0.345764055880842,0.889537690741414,0.492445528579615,0.187762896647983,0.606282893372808,0.281349333815294,36,36,36
"B","GB",NA,"FC",0.415399761500288,1.15166237655155,0.619280657034014,0.243122096802414,0.686138377631122,0.348376472858272,5,5,5
"B","LD","1","LO",0.540811021249213,2.16324408499685,1.0275409403735,NA,NA,NA,1,1,1
"B","LD","3","LO",0.714752758500344,1.93075292912137,1.04861087285732,0.1382315693776,0.982451975287768,0.356281494376887,11,11,11
"B","LD","4","LIDP",0.607897922727748,0.626555798652044,0.553327422429738,0.0526008163584522,0.0763871418881565,0.0552695098991751,2,2,2
"B","LD","4","LO",0.719957021458162,1.75434105588691,0.99275599745526,0.133105248394445,0.900479330703741,0.327576265869035,34,34,34
"B","LD","5","LIDP",0.574429114224878,1.43234094337282,0.802956812518369,0.0731118124045918,0.841762151831943,0.305875480769299,4,4,4
"B","LD","5","LO",0.683740640747872,1.59743778966241,0.91993229297793,0.127442742956076,0.754326064453228,0.2940585426793,30,30,30
"B","LD","6","LIDP",0.785461854226933,1.65040506531792,0.995230072501236,0.0246568060575271,0.924436775968903,0.294173401890369,2,2,2
"B","LD","6","LO",0.681281996843068,1.84433079623802,1.00083673029041,0.205859727671921,0.885038194404055,0.374508233313146,35,35,35
"B","LD","7","LO",0.524397843371726,1.35980261421886,0.750426315983597,0.124638591426859,0.690606704390146,0.275215700412078,51,51,51
"B","LD","8","LO",0.422708459634382,1.01901203751128,0.579205472963244,0.161064112926279,0.544814588035796,0.257218156634385,73,73,73
"B","LD","9","LIDP",0.624442273399902,1.42598900925272,0.829180291344183,NA,NA,NA,1,1,1
"B","LD","9","LO",0.529355133672461,1.3365925961301,0.74549877445776,0.171261558428729,0.678171065756205,0.300258177155391,61,61,61
"B","LD/FB","7","1B",0.638121997666367,1.66679384707203,0.917200414368286,0.166896478782035,0.803595684268785,0.33350432901853,170,170,170
"B","LD/FB","7","2B",0.641878954258157,1.57988819863444,0.890360806957768,0.28770857143012,0.971541990748134,0.456986714221871,71,71,71
"B","LD/FB","7","3B",0.0589406052287412,0.117881210457482,0.0726934131154475,NA,NA,NA,1,1,1
"B","LD/FB","7","HR",0.77126427650303,1.89990468061496,1.07035131689004,0.24922856240663,1.03130404742226,0.444697466437284,58,58,58
"B","LD/FB","7","ROE",0.17710762779974,0.375931661649861,0.225671542969807,0.276456452983272,0.46834939457172,0.300928841527342,13,13,13
"B","LD/FB","78","1B",0.667770655561942,1.71994079688121,0.951716970445503,0.179033917806687,0.855671761591821,0.34781474152084,69,69,69
"B","LD/FB","78","2B",0.564813494119542,1.4047258640462,0.78830293468314,0.190293568425202,0.685209164918726,0.309157723421659,77,77,77
"B","LD/FB","78","3B",0.382662338331829,1.11903046285407,0.589852146006062,0.253350859458876,0.795382133945494,0.403989170597235,8,8,8
"B","LD/FB","78","HR",0.518164434883857,1.31133396215381,0.730737833818788,0.305477756997573,0.964609005558724,0.482301554225336,30,30,30
"B","LD/FB","8","1B",0.620464035054248,1.56129898581777,0.872029281803331,0.194993104970856,0.833617734376619,0.351656367374098,167,167,167
"B","LD/FB","8","2B",0.361134647346605,0.91569279110519,0.50987389719814,0.182293777082504,0.680243281556516,0.316158149505131,28,28,28
"B","LD/FB","8","3B",0.327718201098747,0.763558460666836,0.440226467511569,0.140223208212287,0.601935008629606,0.271935138652829,13,13,13
"B","LD/FB","8","HR",0.453129172915941,1.24293266155746,0.67108408517152,0.225567386655845,0.756157615237838,0.366899370443589,22,22,22
"B","LD/FB","89","1B",0.612039555949034,1.62850789936048,0.889658381491281,0.223100744662549,0.90744388374137,0.396062458499013,71,71,71
"B","LD/FB","89","2B",0.435634020591569,1.1212188670134,0.620598900673023,0.206012239179719,0.6980389793583,0.330873956609502,50,50,50
"B","LD/FB","89","3B",0.403580241172994,0.940507204197825,0.542197871397305,0.135233497738276,0.364775305178212,0.188587359528955,18,18,18
"B","LD/FB","89","HR",0.489529746410463,1.20686527147315,0.679688613456978,0.251505331599773,0.701981185076779,0.357006247734722,22,22,22
"B","LD/FB","9","1B",0.712308556453287,1.69625266263065,0.969059069533746,0.161729692927055,0.84557066132418,0.336145638830123,163,163,163
"B","LD/FB","9","2B",0.666153356917002,1.81897479705753,0.983811834605477,0.276971056281197,1.15277815418001,0.516144342906199,41,41,41
"B","LD/FB","9","3B",0.373127796891908,0.972016104475627,0.535444453063957,0.281014207299369,1.0716581840204,0.504203075529879,6,6,6
"B","LD/FB","9","HR",0.63192700950713,1.67735011546803,0.91720867721005,0.317223994423576,1.12003367793973,0.526088753570007,64,64,64
"B","LD/FB","9","ROE",0.138979940228464,0.294484262253272,0.176916720213887,0.125112415113723,0.233682197098905,0.145694048703838,4,4,4
"B","PU","1","PO",0.0151560890041848,0.0251120871727727,0.0169591461599623,NA,NA,NA,1,1,1
"B","PU","1","PO-F",0.0158220913187256,0.0395552282968139,0.0221509278462158,0,0.00276469173648204,0.00092156391216068,2,2,2
"B","PU","2","PO-F",0.213916893224898,0.479963136503021,0.281207284995116,0.245133881566882,0.723830380431454,0.372300277042427,4,4,4
"B","PU","3","PO",0.180483222254726,0.507447278868832,0.271422918900622,0.233552926305824,0.825549736226854,0.402842142242908,19,19,19
"B","PU","3","PO-F",0.0980503426630772,0.25297599339017,0.139887191972467,0.142341395855709,0.43345498384596,0.223320046740304,21,21,21
"B","PU","4","PIDP",0.724807545862491,2.53635191700903,1.25617491499176,0,0.512516330499656,0.170838776833219,2,2,2
"B","PU","4","PO",0.079232978501458,0.184550803424101,0.106415622292193,0.145484999645366,0.378707894403368,0.201053208411878,84,84,84
"B","PU","4","PO-F",0.0376857686478694,0.106025323897954,0.0566970435331106,0.00100797263647234,0.00343665480680078,0.00171673609626792,2,2,2
"B","PU","5","PO",0.20097520765419,0.567138155934425,0.302932002982183,0.196623197056147,0.774995388699084,0.364474716665154,7,7,7
"B","PU","5","PO-F",0.227888248478548,0.483607845430762,0.290339289281431,0.263404603998042,0.527530144790665,0.31295834113519,13,13,13
"B","PU","6","PO",0.108566544086146,0.25222755605243,0.145596893666293,0.182460387465456,0.442955434875083,0.245869324567492,72,72,72
"B","PU","6","PO-F",0.0497868684288542,0.145773436241131,0.0768037041900609,0.0116793748721027,0.0447400097371958,0.0206514288028508,5,5,5
